Level 8, Oh 1.0e-02, Oha 1.0e-04, De 0.0e+00, Ec 0.0e+00
i dt t ke ymin
577 0.00151515 0.857576 0.0706625 0.488909
578 0.00151515 0.859091 0.0708936 0.488869
579 0.00151515 0.860606 0.0711252 0.48883
580 0.00151515 0.862121 0.0713572 0.48879
581 0.00151515 0.863636 0.0715897 0.48875
582 0.00151515 0.865152 0.0718227 0.488709
583 0.00151515 0.866667 0.0720562 0.488669
584 0.00151515 0.868182 0.0722901 0.488629
585 0.00151515 0.869697 0.0725245 0.488589
586 0.00151515 0.871212 0.0727593 0.488548
587 0.00151515 0.872727 0.0729947 0.488508
588 0.00151515 0.874242 0.0732305 0.488467
589 0.00151515 0.875758 0.0734668 0.488427
590 0.00151515 0.877273 0.0737036 0.488386
591 0.00151515 0.878788 0.0739409 0.488346
592 0.00151515 0.880303 0.0741787 0.488305
593 0.00151515 0.881818 0.0744169 0.488264
594 0.00151515 0.883333 0.0746557 0.488223
595 0.00151515 0.884848 0.0748949 0.488182
596 0.00151515 0.886364 0.0751347 0.488142
597 0.00151515 0.887879 0.0753749 0.488101
598 0.00151515 0.889394 0.0756158 0.48806
599 0.00151515 0.890909 0.0758571 0.488018
600 0.00151515 0.892424 0.0760988 0.487977
601 0.00151515 0.893939 0.0763409 0.487936
602 0.00151515 0.895455 0.0765836 0.487895
603 0.00151515 0.89697 0.0768267 0.487853
604 0.00151515 0.898485 0.0770703 0.487812
605 0.00151515 0.9 0.0773144 0.48777
606 0.00151515 0.901515 0.0775591 0.487729
607 0.00151515 0.90303 0.0778042 0.487687
608 0.00151515 0.904545 0.0780498 0.487645
609 0.00151515 0.906061 0.0782959 0.487604
610 0.00151515 0.907576 0.0785425 0.487562
611 0.00151515 0.909091 0.0787895 0.48752
612 0.00151515 0.910606 0.0790376 0.487478
613 0.00151515 0.912121 0.079286 0.487436
614 0.00151515 0.913636 0.0795346 0.487394
615 0.00151515 0.915152 0.0797836 0.487352
616 0.00151515 0.916667 0.0800329 0.487309
617 0.00151515 0.918182 0.0802827 0.487267
618 0.00151515 0.919697 0.0805329 0.487225
619 0.00151515 0.921212 0.0807836 0.487182
620 0.00151515 0.922727 0.0810348 0.48714
621 0.00151515 0.924242 0.0812865 0.487097
622 0.00151515 0.925758 0.0815387 0.487055
623 0.00151515 0.927273 0.0817913 0.487012
624 0.00151515 0.928788 0.0820444 0.486969
625 0.00151515 0.930303 0.0822979 0.486926
626 0.00151515 0.931818 0.0825519 0.486883
627 0.00151515 0.933333 0.0828064 0.48684
628 0.00151515 0.934848 0.0830614 0.486797
629 0.00151515 0.936364 0.0833168 0.486754
630 0.00151515 0.937879 0.0835726 0.486711
631 0.00151515 0.939394 0.083829 0.486668
632 0.00151515 0.940909 0.0840859 0.486624
633 0.00151515 0.942424 0.0843432 0.486581
634 0.00151515 0.943939 0.084601 0.486538
635 0.00151515 0.945455 0.0848593 0.486494
636 0.00151515 0.94697 0.0851181 0.486451
637 0.00151515 0.948485 0.0853773 0.486407
638 0.00151515 0.95 0.0856371 0.486363
639 0.00151515 0.951515 0.0858973 0.48632
640 0.00151515 0.95303 0.0861579 0.486276
641 0.00151515 0.954545 0.0864191 0.486232
642 0.00151515 0.956061 0.0866807 0.486188
643 0.00151515 0.957576 0.0869428 0.486144
644 0.00151515 0.959091 0.0872054 0.4861
645 0.00151515 0.960606 0.0874685 0.486056
646 0.00151515 0.962121 0.0877321 0.486012
647 0.00151515 0.963636 0.0879961 0.485968
648 0.00151515 0.965152 0.0882607 0.485924
649 0.00151515 0.966667 0.0885257 0.485879
650 0.00151515 0.968182 0.0887912 0.485835
651 0.00151515 0.969697 0.0890572 0.485791
652 0.00151515 0.971212 0.0893237 0.485746
653 0.00151515 0.972727 0.0895907 0.485702
654 0.00151515 0.974242 0.0898581 0.485657
655 0.00151515 0.975758 0.0901261 0.485612
656 0.00151515 0.977273 0.0903945 0.485567
657 0.00151515 0.978788 0.0906635 0.485523
658 0.00151515 0.980303 0.0909329 0.485478
659 0.00151515 0.981818 0.0912027 0.485433
660 0.00151515 0.983333 0.0914731 0.485388
661 0.00151515 0.984848 0.091744 0.485343
662 0.00151515 0.986364 0.0920153 0.485298
663 0.00151515 0.987879 0.0922872 0.485252
664 0.00151515 0.989394 0.0925596 0.485207
665 0.00151515 0.990909 0.0928325 0.485162
666 0.00151515 0.992424 0.0931058 0.485116
667 0.00151515 0.993939 0.0933797 0.485071
668 0.00151515 0.995455 0.093654 0.485025
669 0.00151515 0.99697 0.0939289 0.48498
670 0.00151515 0.998485 0.0942043 0.484934
671 0.00151515 1 0.0944802 0.484888
672 0.00151515 1.00152 0.0947566 0.484842
673 0.00151515 1.00303 0.0950335 0.484796
674 0.00151515 1.00455 0.0953109 0.484751
675 0.00151515 1.00606 0.0955888 0.484704
676 0.00151515 1.00758 0.0958672 0.484658
677 0.00151515 1.00909 0.0961462 0.484612
678 0.00151515 1.01061 0.0964256 0.484566
679 0.00151515 1.01212 0.0967056 0.48452
680 0.00151515 1.01364 0.096986 0.484473
681 0.00151515 1.01515 0.097267 0.484427
682 0.00151515 1.01667 0.0975486 0.484381
683 0.00151515 1.01818 0.0978306 0.484334
684 0.00151515 1.0197 0.0981135 0.484288
685 0.00151515 1.02121 0.0983967 0.484241
686 0.00151515 1.02273 0.0986803 0.484194
687 0.00151515 1.02424 0.0989644 0.484148
688 0.00151515 1.02576 0.099249 0.484101
689 0.00151515 1.02727 0.099534 0.484054
690 0.00151515 1.02879 0.0998196 0.484007
691 0.00151515 1.0303 0.100106 0.48396
692 0.00151515 1.03182 0.100392 0.483913
693 0.00151515 1.03333 0.10068 0.483866
694 0.00151515 1.03485 0.100967 0.483819
695 0.00151515 1.03636 0.101255 0.483772
696 0.00151515 1.03788 0.101543 0.483724
697 0.00151515 1.03939 0.101832 0.483677
698 0.00151515 1.04091 0.102122 0.48363
699 0.00151515 1.04242 0.102412 0.483582
700 0.00151515 1.04394 0.102703 0.483535
701 0.00151515 1.04545 0.102994 0.483487
702 0.00151515 1.04697 0.103285 0.48344
703 0.00151515 1.04848 0.103578 0.483392
704 0.00151515 1.05 0.10387 0.483345
705 0.00151515 1.05152 0.104164 0.483297
706 0.00151515 1.05303 0.104457 0.483249
707 0.00151515 1.05455 0.104752 0.483201
708 0.00151515 1.05606 0.105046 0.483153
709 0.00151515 1.05758 0.105342 0.483105
710 0.00151515 1.05909 0.105637 0.483057
711 0.00151515 1.06061 0.105934 0.483009
712 0.00151515 1.06212 0.106231 0.482961
713 0.00151515 1.06364 0.106528 0.482913
714 0.00151515 1.06515 0.106826 0.482865
715 0.00151515 1.06667 0.107124 0.482816
716 0.00151515 1.06818 0.107423 0.482768
717 0.00151515 1.0697 0.107722 0.48272
718 0.00151515 1.07121 0.108022 0.482671
719 0.00151515 1.07273 0.108323 0.482622
720 0.00151515 1.07424 0.108624 0.482574
721 0.00151515 1.07576 0.108925 0.482525
722 0.00151515 1.07727 0.109227 0.482476
723 0.00151515 1.07879 0.10953 0.482427
724 0.00151515 1.0803 0.109833 0.482378
725 0.00151515 1.08182 0.110136 0.482329
726 0.00151515 1.08333 0.11044 0.482279
727 0.00151515 1.08485 0.110745 0.48223
728 0.00151515 1.08636 0.11105 0.48218
729 0.00151515 1.08788 0.111355 0.482131
730 0.00151515 1.08939 0.111662 0.482081
731 0.00151515 1.09091 0.111968 0.482031
732 0.00151515 1.09242 0.112276 0.481982
733 0.00151515 1.09394 0.112583 0.481932
734 0.00151515 1.09545 0.112884 0.481882
735 0.00151515 1.09697 0.113189 0.481832
736 0.00151515 1.09848 0.113498 0.481781
737 0.00151515 1.1 0.113808 0.481731
738 0.00151515 1.10152 0.114118 0.481681
739 0.00151515 1.10303 0.114429 0.481631
740 0.00151515 1.10455 0.114741 0.48158
741 0.00151515 1.10606 0.115053 0.48153
742 0.00151515 1.10758 0.115365 0.481479
743 0.00151515 1.10909 0.115679 0.481429
744 0.00151515 1.11061 0.115992 0.481378
745 0.00151515 1.11212 0.116306 0.481327
746 0.00151515 1.11364 0.116621 0.481277
747 0.00151515 1.11515 0.116936 0.481226
748 0.00151515 1.11667 0.117252 0.481175
749 0.00151515 1.11818 0.117569 0.481125
750 0.00151515 1.1197 0.117886 0.481074
751 0.00151515 1.12121 0.118203 0.481024
752 0.00151515 1.12273 0.118521 0.480973
753 0.00151515 1.12424 0.11884 0.480922
754 0.00151515 1.12576 0.119159 0.480872
755 0.00151515 1.12727 0.119478 0.480821
756 0.00151515 1.12879 0.119799 0.480771
757 0.00151515 1.1303 0.120119 0.48072
758 0.00151515 1.13182 0.120441 0.48067
759 0.00151515 1.13333 0.120763 0.48062
760 0.00151515 1.13485 0.121085 0.480569
761 0.00151515 1.13636 0.121408 0.480519
762 0.00151515 1.13788 0.121731 0.480469
763 0.00151515 1.13939 0.122055 0.480418
764 0.00151515 1.14091 0.12238 0.480368
765 0.00151515 1.14242 0.122705 0.480318
766 0.00151515 1.14394 0.123031 0.480268
767 0.00151515 1.14545 0.123357 0.480217
768 0.00151515 1.14697 0.123683 0.480167
769 0.00151515 1.14848 0.124011 0.480117
770 0.00151515 1.15 0.124338 0.480067
771 0.00151515 1.15152 0.124667 0.480016
772 0.00151515 1.15303 0.124996 0.479966
773 0.00151515 1.15455 0.125325 0.479915
774 0.00151515 1.15606 0.125655 0.479865
775 0.00151515 1.15758 0.125986 0.479814
776 0.00151515 1.15909 0.126317 0.479763
777 0.00151515 1.16061 0.126648 0.479712
778 0.00151515 1.16212 0.12698 0.479661
779 0.00151515 1.16364 0.127313 0.47961
780 0.00151515 1.16515 0.127646 0.479559
781 0.00151515 1.16667 0.12798 0.479507
782 0.00151515 1.16818 0.128314 0.479456
783 0.00151515 1.1697 0.128649 0.479404
784 0.00151515 1.17121 0.128984 0.479351
785 0.00151515 1.17273 0.12932 0.479299
786 0.00151515 1.17424 0.129657 0.479246
787 0.00151515 1.17576 0.129994 0.479193
788 0.00151515 1.17727 0.130331 0.47914
789 0.00151515 1.17879 0.13067 0.479087
790 0.00151515 1.1803 0.131008 0.479033
791 0.00151515 1.18182 0.131347 0.478979
792 0.00151515 1.18333 0.131687 0.478925
793 0.00151515 1.18485 0.132027 0.47887
794 0.00151515 1.18636 0.132367 0.478816
795 0.00151515 1.18788 0.132708 0.478761
796 0.00151515 1.18939 0.133049 0.478705
797 0.00151515 1.19091 0.133391 0.47865
798 0.00151515 1.19242 0.133734 0.478594
799 0.00151515 1.19394 0.134078 0.478538
800 0.00151515 1.19545 0.134421 0.478482
801 0.00151515 1.19697 0.134766 0.478425
802 0.00151515 1.19848 0.135111 0.478368
803 0.00151515 1.2 0.135456 0.478312
804 0.00151515 1.20152 0.135802 0.478255
805 0.00151515 1.20303 0.13615 0.478197
806 0.00151515 1.20455 0.136497 0.47814
807 0.00151515 1.20606 0.136845 0.478083
808 0.00151515 1.20758 0.137193 0.478025
809 0.00151515 1.20909 0.137542 0.477967
810 0.00151515 1.21061 0.137891 0.47791
811 0.00151515 1.21212 0.138242 0.477852
812 0.00151515 1.21364 0.138592 0.477794
813 0.00151515 1.21515 0.138943 0.477736
814 0.00151515 1.21667 0.139295 0.477679
815 0.00151515 1.21818 0.139647 0.477621
816 0.00151515 1.2197 0.14 0.477563
817 0.00151515 1.22121 0.140354 0.477506
818 0.00151515 1.22273 0.140708 0.477448
819 0.00151515 1.22424 0.141063 0.477391
820 0.00151515 1.22576 0.141419 0.477334
821 0.00151515 1.22727 0.141775 0.477277
822 0.00151515 1.22879 0.142132 0.477221
823 0.00151515 1.2303 0.142488 0.477164
824 0.00151515 1.23182 0.142846 0.477108
825 0.00151515 1.23333 0.143204 0.477052
826 0.00151515 1.23485 0.143562 0.476996
827 0.00151515 1.23636 0.143922 0.476941
828 0.00151515 1.23788 0.144282 0.476886
829 0.00151515 1.23939 0.144643 0.476831
830 0.00151515 1.24091 0.145004 0.476777
831 0.00151515 1.24242 0.145366 0.476722
832 0.00151515 1.24394 0.145728 0.476669
833 0.00151515 1.24545 0.146091 0.476615
834 0.00151515 1.24697 0.146454 0.476562
835 0.00151515 1.24848 0.146818 0.476509
836 0.00151515 1.25 0.147183 0.476457
837 0.00151515 1.25152 0.147548 0.476405
838 0.00151515 1.25303 0.147914 0.476353
839 0.00151515 1.25455 0.148281 0.476302
840 0.00151515 1.25606 0.148648 0.476251
841 0.00151515 1.25758 0.149015 0.4762
842 0.00151515 1.25909 0.149384 0.47615
843 0.00151515 1.26061 0.149753 0.476099
844 0.00151515 1.26212 0.150122 0.476049
845 0.00151515 1.26364 0.150493 0.476
846 0.00151515 1.26515 0.150863 0.47595
847 0.00151515 1.26667 0.151235 0.475901
848 0.00151515 1.26818 0.151607 0.475852
849 0.00151515 1.2697 0.15198 0.475803
850 0.00151515 1.27121 0.152353 0.475754
851 0.00151515 1.27273 0.152727 0.475706
852 0.00151515 1.27424 0.153101 0.475657
853 0.00151515 1.27576 0.153476 0.475608
854 0.00151515 1.27727 0.153853 0.47556
855 0.00151515 1.27879 0.154229 0.475511
856 0.00151515 1.2803 0.154606 0.475463
857 0.00151515 1.28182 0.154984 0.475414
858 0.00151515 1.28333 0.155362 0.475366
859 0.00151515 1.28485 0.15574 0.475317
860 0.00151515 1.28636 0.15612 0.475268
861 0.00151515 1.28788 0.1565 0.475219
862 0.00151515 1.28939 0.15688 0.47517
863 0.00151515 1.29091 0.157261 0.47512
864 0.00151515 1.29242 0.157643 0.47507
865 0.00151515 1.29394 0.158025 0.47502
866 0.00151515 1.29545 0.158408 0.47497
867 0.00151515 1.29697 0.158792 0.474919
868 0.00151515 1.29848 0.159176 0.474868
869 0.00151515 1.3 0.159561 0.474816
870 0.00151515 1.30152 0.159946 0.474764
871 0.00151515 1.30303 0.160332 0.474711
872 0.00151515 1.30455 0.160719 0.474658
873 0.00151515 1.30606 0.161106 0.474605
874 0.00151515 1.30758 0.161494 0.47455
875 0.00151515 1.30909 0.161883 0.474496
876 0.00151515 1.31061 0.162272 0.47444
877 0.00151515 1.31212 0.162662 0.474385
878 0.00151515 1.31364 0.163052 0.474328
879 0.00151515 1.31515 0.163444 0.474271
880 0.00151515 1.31667 0.163835 0.474213
881 0.00151515 1.31818 0.164227 0.474155
882 0.00151515 1.3197 0.16462 0.474096
883 0.00151515 1.32121 0.165014 0.474036
884 0.00151515 1.32273 0.165408 0.473975
885 0.00151515 1.32424 0.165803 0.473914
886 0.00151515 1.32576 0.166197 0.473852
887 0.00151515 1.32727 0.166593 0.47379
888 0.00151515 1.32879 0.16699 0.473726
889 0.00151515 1.3303 0.167387 0.473662
890 0.00151515 1.33182 0.167785 0.473598
891 0.00151515 1.33333 0.168183 0.473532
892 0.00151515 1.33485 0.168582 0.473466
893 0.00151515 1.33636 0.168982 0.4734
894 0.00151515 1.33788 0.169383 0.473332
895 0.00151515 1.33939 0.169784 0.473264
896 0.00151515 1.34091 0.170185 0.473196
897 0.00151515 1.34242 0.170588 0.473127
898 0.00151515 1.34394 0.170991 0.473057
899 0.00151515 1.34545 0.171395 0.472987
900 0.00151515 1.34697 0.171799 0.472916
901 0.00151515 1.34848 0.172204 0.472844
902 0.00151515 1.35 0.172609 0.472772
903 0.00151515 1.35152 0.173015 0.4727
904 0.00151515 1.35303 0.173421 0.472627
905 0.00151515 1.35455 0.173829 0.472554
906 0.00151515 1.35606 0.174236 0.47248
907 0.00151515 1.35758 0.174645 0.472406
908 0.00151515 1.35909 0.175054 0.472332
909 0.00151515 1.36061 0.175463 0.472257
910 0.00151515 1.36212 0.175873 0.472183
911 0.00151515 1.36364 0.176284 0.472107
912 0.00151515 1.36515 0.176696 0.472032
913 0.00151515 1.36667 0.177108 0.471957
914 0.00151515 1.36818 0.177521 0.471881
915 0.00151515 1.3697 0.177934 0.471805
916 0.00151515 1.37121 0.178348 0.47173
917 0.00151515 1.37273 0.178763 0.471654
918 0.00151515 1.37424 0.179178 0.471578
919 0.00151515 1.37576 0.179594 0.471503
920 0.00151515 1.37727 0.18001 0.471427
921 0.00151515 1.37879 0.180427 0.471352
922 0.00151515 1.3803 0.180844 0.471276
923 0.00151515 1.38182 0.181262 0.471201
924 0.00151515 1.38333 0.181681 0.471126
925 0.00151515 1.38485 0.1821 0.471052
926 0.00151515 1.38636 0.18252 0.470977
927 0.00151515 1.38788 0.182941 0.470904
928 0.00151515 1.38939 0.183362 0.47083
929 0.00151515 1.39091 0.183783 0.470757
930 0.00151515 1.39242 0.184206 0.470684
931 0.00151515 1.39394 0.184628 0.470612
932 0.00151515 1.39545 0.185052 0.47054
933 0.00151515 1.39697 0.185476 0.470469
934 0.00151515 1.39848 0.185901 0.470398
935 0.00151515 1.4 0.186326 0.470328
936 0.00151515 1.40152 0.186752 0.470259
937 0.00151515 1.40303 0.187178 0.47019
938 0.00151515 1.40455 0.187606 0.470122
939 0.00151515 1.40606 0.188033 0.470054
940 0.00151515 1.40758 0.188462 0.469988
941 0.00151515 1.40909 0.188891 0.469921
942 0.00151515 1.41061 0.18932 0.469856
943 0.00151515 1.41212 0.189751 0.469792
944 0.00151515 1.41364 0.190182 0.469728
945 0.00151515 1.41515 0.190613 0.469665
946 0.00151515 1.41667 0.191047 0.469603
947 0.00151515 1.41818 0.19148 0.469542
948 0.00151515 1.4197 0.191914 0.469481
949 0.00151515 1.42121 0.192348 0.469422
950 0.00151515 1.42273 0.192783 0.469363
951 0.00151515 1.42424 0.193218 0.469305
952 0.00151515 1.42576 0.193654 0.469248
953 0.00151515 1.42727 0.194091 0.469192
954 0.00151515 1.42879 0.194528 0.469136
955 0.00151515 1.4303 0.194966 0.469082
956 0.00151515 1.43182 0.195405 0.469028
957 0.00151515 1.43333 0.195844 0.468975
958 0.00151515 1.43485 0.196284 0.468924
959 0.00151515 1.43636 0.196725 0.468872
960 0.00151515 1.43788 0.197166 0.468822
961 0.00151515 1.43939 0.197608 0.468773
962 0.00151515 1.44091 0.19805 0.468724
963 0.00151515 1.44242 0.198494 0.468677
964 0.00151515 1.44394 0.198938 0.46863
965 0.00151515 1.44545 0.199382 0.468583
966 0.00151515 1.44697 0.199827 0.468538
967 0.00151515 1.44848 0.200273 0.468493
968 0.00151515 1.45 0.20072 0.468449
969 0.00151515 1.45152 0.201167 0.468406
970 0.00151515 1.45303 0.201615 0.468363
971 0.00151515 1.45455 0.202064 0.468321
972 0.00151515 1.45606 0.202513 0.46828
973 0.00151515 1.45758 0.202963 0.468239
974 0.00151515 1.45909 0.203414 0.468199
975 0.00151515 1.46061 0.203865 0.468159
976 0.00151515 1.46212 0.204317 0.46812
977 0.00151515 1.46364 0.20477 0.468082
978 0.00151515 1.46515 0.205223 0.468043
979 0.00151515 1.46667 0.205677 0.468006
980 0.00151515 1.46818 0.206132 0.467969
981 0.00151515 1.4697 0.206588 0.467932
982 0.00151515 1.47121 0.207043 0.467895
983 0.00151515 1.47273 0.2075 0.467859
984 0.00151515 1.47424 0.207957 0.467823
985 0.00151515 1.47576 0.208415 0.467787
986 0.00151515 1.47727 0.208873 0.467752
987 0.00151515 1.47879 0.209332 0.467717
988 0.00151515 1.4803 0.209791 0.467682
989 0.00151515 1.48182 0.210252 0.467647
990 0.00151515 1.48333 0.210713 0.467612
991 0.00151515 1.48485 0.211174 0.467577
992 0.00151515 1.48636 0.211635 0.467542
993 0.00151515 1.48788 0.212098 0.467507
994 0.00151515 1.48939 0.212561 0.467472
995 0.00151515 1.49091 0.213025 0.467437
996 0.00151515 1.49242 0.21349 0.467402
997 0.00151515 1.49394 0.213955 0.467367
998 0.00151515 1.49545 0.214421 0.467331
999 0.00151515 1.49697 0.214887 0.467296
1000 0.00151515 1.49848 0.215354 0.46726
1001 0.00151515 1.5 0.215822 0.467223
1002 0.00151515 1.50152 0.21629 0.467187
1003 0.00151515 1.50303 0.216759 0.46715
1004 0.00151515 1.50455 0.217228 0.467112
1005 0.00151515 1.50606 0.217698 0.467075
1006 0.00151515 1.50758 0.218169 0.467036
1007 0.00151515 1.50909 0.21864 0.466991
1008 0.00151515 1.51061 0.219112 0.466938
1009 0.00151515 1.51212 0.219585 0.466879
1010 0.00151515 1.51364 0.220058 0.466816
1011 0.00151515 1.51515 0.220531 0.466748
1012 0.00151515 1.51667 0.221005 0.466679
1013 0.00151515 1.51818 0.22148 0.466605
1014 0.00151515 1.5197 0.221956 0.46653
1015 0.00151515 1.52121 0.222432 0.466456
1016 0.00151515 1.52273 0.222908 0.466378
1017 0.00151515 1.52424 0.223386 0.466297
1018 0.00151515 1.52576 0.223865 0.466214
1019 0.00151515 1.52727 0.224343 0.466131
1020 0.00151515 1.52879 0.224823 0.466048
1021 0.00151515 1.5303 0.225303 0.465966
1022 0.00151515 1.53182 0.225783 0.465881
1023 0.00151515 1.53333 0.226264 0.465795
1024 0.00151515 1.53485 0.226746 0.46571
1025 0.00151515 1.53636 0.227229 0.465626
1026 0.00151515 1.53788 0.227712 0.465542
1027 0.00151515 1.53939 0.228196 0.465458
1028 0.00151515 1.54091 0.22868 0.465375
1029 0.00151515 1.54242 0.229165 0.465292
1030 0.00151515 1.54394 0.229651 0.465209
1031 0.00151515 1.54545 0.230138 0.465127
1032 0.00151515 1.54697 0.230625 0.465045
1033 0.00151515 1.54848 0.231113 0.464964
1034 0.00151515 1.55 0.231602 0.464883
1035 0.00151515 1.55152 0.232091 0.464803
1036 0.00151515 1.55303 0.232581 0.464723
1037 0.00151515 1.55455 0.233072 0.464644
1038 0.00151515 1.55606 0.233564 0.464565
1039 0.00151515 1.55758 0.234056 0.464486
1040 0.00151515 1.55909 0.234549 0.464408
1041 0.00151515 1.56061 0.235043 0.46433
1042 0.00151515 1.56212 0.235538 0.464253
1043 0.00151515 1.56364 0.236033 0.464177
1044 0.00151515 1.56515 0.236529 0.4641
1045 0.00151515 1.56667 0.237026 0.464025
1046 0.00151515 1.56818 0.237524 0.463949
1047 0.00151515 1.5697 0.238022 0.463875
1048 0.00151515 1.57121 0.238521 0.463801
1049 0.00151515 1.57273 0.239021 0.463727
1050 0.00151515 1.57424 0.239522 0.463653
1051 0.00151515 1.57576 0.240023 0.463581
1052 0.00151515 1.57727 0.240526 0.463508
1053 0.00151515 1.57879 0.241029 0.463436
1054 0.00151515 1.5803 0.241532 0.463365
1055 0.00151515 1.58182 0.242037 0.463294
1056 0.00151515 1.58333 0.242542 0.463224
1057 0.00151515 1.58485 0.243048 0.463153
1058 0.00151515 1.58636 0.243555 0.463084
1059 0.00151515 1.58788 0.244063 0.463014
1060 0.00151515 1.58939 0.244572 0.462945
1061 0.00151515 1.59091 0.245081 0.462872
1062 0.00151515 1.59242 0.245591 0.4628
1063 0.00151515 1.59394 0.246102 0.462728
1064 0.00151515 1.59545 0.246613 0.462656
1065 0.00151515 1.59697 0.247126 0.462584
1066 0.00151515 1.59848 0.247639 0.462512
1067 0.00151515 1.6 0.248153 0.462441
1068 0.00151515 1.60152 0.248668 0.462366
1069 0.00151515 1.60303 0.249183 0.46229
1070 0.00151515 1.60455 0.2497 0.462213
1071 0.00151515 1.60606 0.250217 0.462136
1072 0.00151515 1.60758 0.250734 0.46206
1073 0.00151515 1.60909 0.251252 0.461979
1074 0.00151515 1.61061 0.251771 0.461896
1075 0.00151515 1.61212 0.252293 0.461813
1076 0.00151515 1.61364 0.252813 0.461729
1077 0.00151515 1.61515 0.253335 0.461639
1078 0.00151515 1.61667 0.253858 0.46155
1079 0.00151515 1.61818 0.254381 0.461456
1080 0.00151515 1.6197 0.254905 0.46136
1081 0.00151515 1.62121 0.25543 0.461259
1082 0.00151515 1.62273 0.255955 0.461156
1083 0.00151515 1.62424 0.256482 0.461047
1084 0.00151515 1.62576 0.257009 0.460934
1085 0.00151515 1.62727 0.257536 0.460818
1086 0.00151515 1.62879 0.258065 0.460702
1087 0.00151515 1.6303 0.258594 0.460585
1088 0.00151515 1.63182 0.259123 0.460468
1089 0.00151515 1.63333 0.259654 0.46035
1090 0.00151515 1.63485 0.260185 0.460232
1091 0.00151515 1.63636 0.260717 0.460113
1092 0.00151515 1.63788 0.26125 0.459994
1093 0.00151515 1.63939 0.261783 0.459875
1094 0.00151515 1.64091 0.262317 0.459756
1095 0.00151515 1.64242 0.262852 0.459636
1096 0.00151515 1.64394 0.263387 0.459517
1097 0.00151515 1.64545 0.263923 0.459397
1098 0.00151515 1.64697 0.26446 0.459277
1099 0.00151515 1.64848 0.264997 0.459156
1100 0.00151515 1.65 0.265536 0.459036
1101 0.00151515 1.65152 0.266074 0.458916
1102 0.00151515 1.65303 0.266614 0.458795
1103 0.00151515 1.65455 0.267154 0.458675
1104 0.00151515 1.65606 0.267695 0.458554
1105 0.00151515 1.65758 0.268236 0.458434
1106 0.00151515 1.65909 0.268778 0.458314
1107 0.00151515 1.66061 0.269321 0.458194
1108 0.00151515 1.66212 0.269865 0.458074
1109 0.00151515 1.66364 0.270409 0.457954
1110 0.00151515 1.66515 0.270954 0.457834
1111 0.00151515 1.66667 0.271499 0.457715
1112 0.00151515 1.66818 0.272046 0.457596
1113 0.00151515 1.6697 0.272592 0.457477
1114 0.00151515 1.67121 0.27314 0.457358
1115 0.00151515 1.67273 0.273688 0.45724
1116 0.00151515 1.67424 0.274237 0.457122
1117 0.00151515 1.67576 0.274786 0.457005
1118 0.00151515 1.67727 0.275337 0.456888
1119 0.00151515 1.67879 0.275889 0.456771
1120 0.00151515 1.6803 0.27644 0.456655
1121 0.00151515 1.68182 0.276992 0.456539
1122 0.00151515 1.68333 0.277545 0.456424
1123 0.00151515 1.68485 0.278098 0.456309
1124 0.00151515 1.68636 0.278652 0.456195
1125 0.00151515 1.68788 0.279207 0.456081
1126 0.00151515 1.68939 0.279762 0.455968
1127 0.00151515 1.69091 0.280319 0.455856
1128 0.00151515 1.69242 0.280875 0.455744
1129 0.00151515 1.69394 0.281433 0.455633
1130 0.00151515 1.69545 0.281991 0.455523
1131 0.00151515 1.69697 0.28255 0.455413
1132 0.00151515 1.69848 0.283109 0.455305
1133 0.00151515 1.7 0.283669 0.455196
1134 0.00151515 1.70152 0.28423 0.455089
1135 0.00151515 1.70303 0.284792 0.454983
1136 0.00151515 1.70455 0.285354 0.454877
1137 0.00151515 1.70606 0.285918 0.454772
1138 0.00151515 1.70758 0.286481 0.454668
1139 0.00151515 1.70909 0.287046 0.454565
1140 0.00151515 1.71061 0.287611 0.454462
1141 0.00151515 1.71212 0.288177 0.454361
1142 0.00151515 1.71364 0.288744 0.45426
1143 0.00151515 1.71515 0.289311 0.454161
1144 0.00151515 1.71667 0.28988 0.454062
1145 0.00151515 1.71818 0.290449 0.453964
1146 0.00151515 1.7197 0.291018 0.453867
1147 0.00151515 1.72121 0.291589 0.453772
1148 0.00151515 1.72273 0.29216 0.453677
1149 0.00151515 1.72424 0.292732 0.453583
1150 0.00151515 1.72576 0.293305 0.45349
1151 0.00151515 1.72727 0.293879 0.453398
1152 0.00151515 1.72879 0.294453 0.453307
1153 0.00151515 1.7303 0.295029 0.453218
1154 0.00151515 1.73182 0.295605 0.453129
1155 0.00151515 1.73333 0.296182 0.453042
1156 0.00151515 1.73485 0.296759 0.452955
1157 0.00151515 1.73636 0.297338 0.45287
1158 0.00151515 1.73788 0.297917 0.452786
1159 0.00151515 1.73939 0.298497 0.452702
1160 0.00151515 1.74091 0.299078 0.45262
1161 0.00151515 1.74242 0.29966 0.45254
1162 0.00151515 1.74394 0.300243 0.45246
1163 0.00151515 1.74545 0.300827 0.452381
1164 0.00151515 1.74697 0.301411 0.452304
1165 0.00151515 1.74848 0.301996 0.452227
1166 0.00151515 1.75 0.302582 0.452152
1167 0.00151515 1.75152 0.303169 0.452078
1168 0.00151515 1.75303 0.303757 0.452005
1169 0.00151515 1.75455 0.304346 0.451933
1170 0.00151515 1.75606 0.304936 0.451863
1171 0.00151515 1.75758 0.305526 0.451793
