Level 8, Oh 1.0e-02, Oha 1.0e-04, De 1.0e+01, Ec 2.5e-01
i dt t ke ymin
1353 0.00151515 2.03333 0.322534 0.443507
1354 0.00151515 2.03485 0.32298 0.443378
1355 0.00151515 2.03636 0.323425 0.443248
1356 0.00151515 2.03788 0.323871 0.443119
1357 0.00151515 2.03939 0.324316 0.44299
1358 0.00151515 2.04091 0.324762 0.44286
1359 0.00151515 2.04242 0.325204 0.442731
1360 0.00151515 2.04394 0.325651 0.442601
1361 0.00151515 2.04545 0.326098 0.442471
1362 0.00151515 2.04697 0.326545 0.442341
1363 0.00151515 2.04848 0.326991 0.442211
1364 0.00151515 2.05 0.327437 0.442082
1365 0.00151515 2.05152 0.327885 0.441952
1366 0.00151515 2.05303 0.328332 0.441822
1367 0.00151515 2.05455 0.32878 0.441686
1368 0.00151515 2.05606 0.329226 0.441548
1369 0.00151515 2.05758 0.329674 0.441409
1370 0.00151515 2.05909 0.330122 0.44127
1371 0.00151515 2.06061 0.330573 0.441132
1372 0.00151515 2.06212 0.331022 0.440993
1373 0.00151515 2.06364 0.331471 0.440854
1374 0.00151515 2.06515 0.33192 0.440715
1375 0.00151515 2.06667 0.332369 0.440576
1376 0.00151515 2.06818 0.332819 0.440438
1377 0.00151515 2.0697 0.333268 0.440299
1378 0.00151515 2.07121 0.333718 0.44016
1379 0.00151515 2.07273 0.334168 0.440022
1380 0.00151515 2.07424 0.334617 0.439883
1381 0.00151515 2.07576 0.335068 0.439745
1382 0.00151515 2.07727 0.335518 0.439607
1383 0.00151515 2.07879 0.335968 0.439468
1384 0.00151515 2.0803 0.336419 0.43933
1385 0.00151515 2.08182 0.336869 0.439192
1386 0.00151515 2.08333 0.33732 0.439054
1387 0.00151515 2.08485 0.337771 0.438916
1388 0.00151515 2.08636 0.338222 0.438779
1389 0.00151515 2.08788 0.338673 0.438641
1390 0.00151515 2.08939 0.339125 0.438504
1391 0.00151515 2.09091 0.339577 0.438367
1392 0.00151515 2.09242 0.340028 0.43823
1393 0.00151515 2.09394 0.34048 0.438093
1394 0.00151515 2.09545 0.340932 0.437956
1395 0.00151515 2.09697 0.341384 0.437819
1396 0.00151515 2.09848 0.341837 0.437683
1397 0.00151515 2.1 0.342289 0.437547
1398 0.00151515 2.10152 0.342742 0.437411
1399 0.00151515 2.10303 0.343195 0.437275
1400 0.00151515 2.10455 0.343648 0.437139
1401 0.00151515 2.10606 0.344101 0.437004
1402 0.00151515 2.10758 0.344555 0.436868
1403 0.00151515 2.10909 0.345008 0.436733
1404 0.00151515 2.11061 0.345462 0.436599
1405 0.00151515 2.11212 0.345915 0.436464
1406 0.00151515 2.11364 0.346369 0.43633
1407 0.00151515 2.11515 0.346823 0.436196
1408 0.00151515 2.11667 0.347277 0.436062
1409 0.00151515 2.11818 0.347732 0.435928
1410 0.00151515 2.1197 0.348186 0.435795
1411 0.00151515 2.12121 0.348641 0.435662
1412 0.00151515 2.12273 0.349096 0.435529
1413 0.00151515 2.12424 0.349551 0.435396
1414 0.00151515 2.12576 0.350006 0.435264
1415 0.00151515 2.12727 0.350461 0.435132
1416 0.00151515 2.12879 0.350916 0.435
1417 0.00151515 2.1303 0.351372 0.434869
1418 0.00151515 2.13182 0.351828 0.434738
1419 0.00151515 2.13333 0.352283 0.434607
1420 0.00151515 2.13485 0.352739 0.434476
1421 0.00151515 2.13636 0.353196 0.434346
1422 0.00151515 2.13788 0.353652 0.434216
1423 0.00151515 2.13939 0.354109 0.434087
1424 0.00151515 2.14091 0.354566 0.433957
1425 0.00151515 2.14242 0.355023 0.433828
1426 0.00151515 2.14394 0.35548 0.4337
1427 0.00151515 2.14545 0.355937 0.433571
1428 0.00151515 2.14697 0.356395 0.433443
1429 0.00151515 2.14848 0.356853 0.433316
1430 0.00151515 2.15 0.35731 0.433188
1431 0.00151515 2.15152 0.357769 0.433061
1432 0.00151515 2.15303 0.358229 0.432935
1433 0.00151515 2.15455 0.358687 0.432808
1434 0.00151515 2.15606 0.359145 0.432682
1435 0.00151515 2.15758 0.359603 0.432557
1436 0.00151515 2.15909 0.360062 0.432431
1437 0.00151515 2.16061 0.360521 0.432306
1438 0.00151515 2.16212 0.36098 0.432182
1439 0.00151515 2.16364 0.361439 0.432058
1440 0.00151515 2.16515 0.361898 0.431934
1441 0.00151515 2.16667 0.362358 0.43181
1442 0.00151515 2.16818 0.362818 0.431687
1443 0.00151515 2.1697 0.363277 0.431564
1444 0.00151515 2.17121 0.363737 0.431442
1445 0.00151515 2.17273 0.364197 0.43132
1446 0.00151515 2.17424 0.364657 0.431199
1447 0.00151515 2.17576 0.365117 0.431077
1448 0.00151515 2.17727 0.365576 0.430956
1449 0.00151515 2.17879 0.366037 0.430836
1450 0.00151515 2.1803 0.366497 0.430716
1451 0.00151515 2.18182 0.366957 0.430596
1452 0.00151515 2.18333 0.367418 0.430477
1453 0.00151515 2.18485 0.367879 0.430358
1454 0.00151515 2.18636 0.36834 0.43024
1455 0.00151515 2.18788 0.368801 0.430122
1456 0.00151515 2.18939 0.369263 0.430004
1457 0.00151515 2.19091 0.369724 0.429887
1458 0.00151515 2.19242 0.370186 0.42977
1459 0.00151515 2.19394 0.370648 0.429653
1460 0.00151515 2.19545 0.371111 0.429537
1461 0.00151515 2.19697 0.371573 0.429422
1462 0.00151515 2.19848 0.372036 0.429307
1463 0.00151515 2.2 0.372498 0.429192
1464 0.00151515 2.20152 0.372961 0.429078
1465 0.00151515 2.20303 0.373425 0.428964
1466 0.00151515 2.20455 0.373888 0.428851
1467 0.00151515 2.20606 0.374351 0.428738
1468 0.00151515 2.20758 0.374815 0.428625
1469 0.00151515 2.20909 0.375279 0.428513
1470 0.00151515 2.21061 0.375743 0.428401
1471 0.00151515 2.21212 0.376207 0.42829
1472 0.00151515 2.21364 0.376671 0.428179
1473 0.00151515 2.21515 0.377136 0.428069
1474 0.00151515 2.21667 0.3776 0.427959
1475 0.00151515 2.21818 0.378065 0.427849
1476 0.00151515 2.2197 0.37853 0.42774
1477 0.00151515 2.22121 0.378995 0.427631
1478 0.00151515 2.22273 0.379461 0.427523
1479 0.00151515 2.22424 0.379926 0.427415
1480 0.00151515 2.22576 0.380392 0.427308
1481 0.00151515 2.22727 0.380858 0.427201
1482 0.00151515 2.22879 0.381324 0.427094
1483 0.00151515 2.2303 0.38179 0.426988
1484 0.00151515 2.23182 0.382257 0.426882
1485 0.00151515 2.23333 0.382724 0.426777
1486 0.00151515 2.23485 0.383191 0.426672
1487 0.00151515 2.23636 0.383658 0.426568
1488 0.00151515 2.23788 0.384125 0.426464
1489 0.00151515 2.23939 0.384593 0.42636
1490 0.00151515 2.24091 0.38506 0.426257
1491 0.00151515 2.24242 0.385528 0.426154
1492 0.00151515 2.24394 0.385997 0.426052
1493 0.00151515 2.24545 0.386463 0.42595
1494 0.00151515 2.24697 0.386933 0.425849
1495 0.00151515 2.24848 0.387399 0.425748
1496 0.00151515 2.25 0.387868 0.425647
1497 0.00151515 2.25152 0.388338 0.425547
1498 0.00151515 2.25303 0.388808 0.425448
1499 0.00151515 2.25455 0.389278 0.425348
1500 0.00151515 2.25606 0.389748 0.425249
1501 0.00151515 2.25758 0.390219 0.425151
1502 0.00151515 2.25909 0.390687 0.425053
1503 0.00151515 2.26061 0.391158 0.424956
1504 0.00151515 2.26212 0.391627 0.424859
1505 0.00151515 2.26364 0.392098 0.424762
1506 0.00151515 2.26515 0.39257 0.424666
1507 0.00151515 2.26667 0.393041 0.42457
1508 0.00151515 2.26818 0.393513 0.424475
1509 0.00151515 2.2697 0.393985 0.42438
1510 0.00151515 2.27121 0.394458 0.424286
1511 0.00151515 2.27273 0.39493 0.424192
1512 0.00151515 2.27424 0.395404 0.424099
1513 0.00151515 2.27576 0.395877 0.424006
1514 0.00151515 2.27727 0.396349 0.423913
1515 0.00151515 2.27879 0.396823 0.423821
1516 0.00151515 2.2803 0.397296 0.423729
1517 0.00151515 2.28182 0.39777 0.423638
1518 0.00151515 2.28333 0.398244 0.423547
1519 0.00151515 2.28485 0.398718 0.423457
1520 0.00151515 2.28636 0.399193 0.423367
1521 0.00151515 2.28788 0.399667 0.423277
1522 0.00151515 2.28939 0.400142 0.423188
1523 0.00151515 2.29091 0.400617 0.423099
1524 0.00151515 2.29242 0.401093 0.423011
1525 0.00151515 2.29394 0.401568 0.422923
1526 0.00151515 2.29545 0.402044 0.422835
1527 0.00151515 2.29697 0.40252 0.422748
1528 0.00151515 2.29848 0.402996 0.422662
1529 0.00151515 2.3 0.403472 0.422575
1530 0.00151515 2.30152 0.403949 0.422489
1531 0.00151515 2.30303 0.404425 0.422404
1532 0.00151515 2.30455 0.404901 0.422319
1533 0.00151515 2.30606 0.405377 0.422234
1534 0.00151515 2.30758 0.405854 0.42215
1535 0.00151515 2.30909 0.406331 0.422066
1536 0.00151515 2.31061 0.406808 0.421983
1537 0.00151515 2.31212 0.407285 0.4219
1538 0.00151515 2.31364 0.407762 0.421817
1539 0.00151515 2.31515 0.40824 0.421735
1540 0.00151515 2.31667 0.408718 0.421653
1541 0.00151515 2.31818 0.409197 0.421572
1542 0.00151515 2.3197 0.409675 0.421491
1543 0.00151515 2.32121 0.410154 0.42141
1544 0.00151515 2.32273 0.410633 0.42133
1545 0.00151515 2.32424 0.411112 0.421251
1546 0.00151515 2.32576 0.411591 0.421171
1547 0.00151515 2.32727 0.412071 0.421092
1548 0.00151515 2.32879 0.412551 0.421014
1549 0.00151515 2.3303 0.413032 0.420935
1550 0.00151515 2.33182 0.413512 0.420857
1551 0.00151515 2.33333 0.413991 0.42078
1552 0.00151515 2.33485 0.414471 0.420703
1553 0.00151515 2.33636 0.414952 0.420626
1554 0.00151515 2.33788 0.415433 0.42055
1555 0.00151515 2.33939 0.415915 0.420474
1556 0.00151515 2.34091 0.416396 0.420398
1557 0.00151515 2.34242 0.416878 0.420323
1558 0.00151515 2.34394 0.41736 0.420248
1559 0.00151515 2.34545 0.417842 0.420174
1560 0.00151515 2.34697 0.418324 0.4201
1561 0.00151515 2.34848 0.418807 0.420026
1562 0.00151515 2.35 0.41929 0.419953
1563 0.00151515 2.35152 0.419773 0.41988
1564 0.00151515 2.35303 0.420256 0.419807
1565 0.00151515 2.35455 0.420739 0.419735
1566 0.00151515 2.35606 0.421223 0.419663
1567 0.00151515 2.35758 0.421707 0.419592
1568 0.00151515 2.35909 0.422191 0.419521
1569 0.00151515 2.36061 0.422675 0.41945
1570 0.00151515 2.36212 0.423159 0.419379
1571 0.00151515 2.36364 0.423644 0.419309
1572 0.00151515 2.36515 0.424129 0.419239
1573 0.00151515 2.36667 0.424614 0.41917
1574 0.00151515 2.36818 0.425099 0.419101
1575 0.00151515 2.3697 0.425585 0.419032
1576 0.00151515 2.37121 0.42607 0.418964
1577 0.00151515 2.37273 0.426556 0.418896
1578 0.00151515 2.37424 0.427042 0.418828
1579 0.00151515 2.37576 0.427528 0.418761
1580 0.00151515 2.37727 0.428014 0.418694
1581 0.00151515 2.37879 0.428501 0.418627
1582 0.00151515 2.3803 0.428988 0.418561
1583 0.00151515 2.38182 0.429474 0.418494
1584 0.00151515 2.38333 0.429962 0.418429
1585 0.00151515 2.38485 0.430449 0.418363
1586 0.00151515 2.38636 0.430937 0.418298
1587 0.00151515 2.38788 0.431425 0.418234
1588 0.00151515 2.38939 0.431912 0.418169
1589 0.00151515 2.39091 0.432401 0.418105
1590 0.00151515 2.39242 0.432889 0.418041
1591 0.00151515 2.39394 0.433377 0.417978
1592 0.00151515 2.39545 0.433866 0.417915
1593 0.00151515 2.39697 0.434355 0.417852
1594 0.00151515 2.39848 0.434844 0.417789
1595 0.00151515 2.4 0.435334 0.417727
1596 0.00151515 2.40152 0.435823 0.417665
1597 0.00151515 2.40303 0.436313 0.417603
1598 0.00151515 2.40455 0.436804 0.417542
1599 0.00151515 2.40606 0.437294 0.417481
1600 0.00151515 2.40758 0.437785 0.41742
1601 0.00151515 2.40909 0.438275 0.41736
1602 0.00151515 2.41061 0.438766 0.4173
1603 0.00151515 2.41212 0.439257 0.41724
1604 0.00151515 2.41364 0.439749 0.417177
1605 0.00151515 2.41515 0.44024 0.417115
1606 0.00151515 2.41667 0.440732 0.417053
1607 0.00151515 2.41818 0.441224 0.416992
1608 0.00151515 2.4197 0.441715 0.416931
1609 0.00151515 2.42121 0.442208 0.416871
1610 0.00151515 2.42273 0.4427 0.416811
1611 0.00151515 2.42424 0.443192 0.416752
1612 0.00151515 2.42576 0.443685 0.416692
1613 0.00151515 2.42727 0.444178 0.416633
1614 0.00151515 2.42879 0.444671 0.416575
1615 0.00151515 2.4303 0.445164 0.416516
1616 0.00151515 2.43182 0.445657 0.416458
1617 0.00151515 2.43333 0.446151 0.4164
1618 0.00151515 2.43485 0.446645 0.416343
1619 0.00151515 2.43636 0.447139 0.416285
1620 0.00151515 2.43788 0.447633 0.416228
1621 0.00151515 2.43939 0.448127 0.416172
1622 0.00151515 2.44091 0.448622 0.416115
1623 0.00151515 2.44242 0.449116 0.416059
1624 0.00151515 2.44394 0.449612 0.416003
1625 0.00151515 2.44545 0.450107 0.415947
1626 0.00151515 2.44697 0.450602 0.415892
1627 0.00151515 2.44848 0.451097 0.415836
1628 0.00151515 2.45 0.451592 0.415781
1629 0.00151515 2.45152 0.452088 0.415727
1630 0.00151515 2.45303 0.452584 0.415672
1631 0.00151515 2.45455 0.45308 0.415618
1632 0.00151515 2.45606 0.453577 0.415564
1633 0.00151515 2.45758 0.454073 0.41551
1634 0.00151515 2.45909 0.45457 0.415457
1635 0.00151515 2.46061 0.455067 0.415404
1636 0.00151515 2.46212 0.455564 0.415351
1637 0.00151515 2.46364 0.456061 0.415298
1638 0.00151515 2.46515 0.456558 0.415245
1639 0.00151515 2.46667 0.457056 0.415193
1640 0.00151515 2.46818 0.457554 0.415141
1641 0.00151515 2.4697 0.458052 0.415089
1642 0.00151515 2.47121 0.45855 0.415037
1643 0.00151515 2.47273 0.459048 0.414986
1644 0.00151515 2.47424 0.459546 0.414935
1645 0.00151515 2.47576 0.460045 0.414884
1646 0.00151515 2.47727 0.460543 0.414833
1647 0.00151515 2.47879 0.461042 0.414782
1648 0.00151515 2.4803 0.461541 0.414732
1649 0.00151515 2.48182 0.46204 0.414682
1650 0.00151515 2.48333 0.462539 0.414632
1651 0.00151515 2.48485 0.46304 0.414582
1652 0.00151515 2.48636 0.46354 0.414532
1653 0.00151515 2.48788 0.46404 0.414483
1654 0.00151515 2.48939 0.46454 0.414434
1655 0.00151515 2.49091 0.46504 0.414385
1656 0.00151515 2.49242 0.465541 0.414336
1657 0.00151515 2.49394 0.466042 0.414288
1658 0.00151515 2.49545 0.466542 0.414239
1659 0.00151515 2.49697 0.467043 0.414191
1660 0.00151515 2.49848 0.467543 0.414143
1661 0.00151515 2.5 0.468044 0.414096
1662 0.00151515 2.50152 0.468545 0.414048
1663 0.00151515 2.50303 0.469047 0.414001
1664 0.00151515 2.50455 0.469548 0.413953
1665 0.00151515 2.50606 0.470051 0.413906
1666 0.00151515 2.50758 0.470553 0.41386
1667 0.00151515 2.50909 0.471054 0.413813
1668 0.00151515 2.51061 0.471556 0.413767
1669 0.00151515 2.51212 0.472058 0.41372
1670 0.00151515 2.51364 0.47256 0.413674
1671 0.00151515 2.51515 0.473062 0.413628
1672 0.00151515 2.51667 0.473565 0.413582
1673 0.00151515 2.51818 0.474067 0.413537
1674 0.00151515 2.5197 0.47457 0.413491
1675 0.00151515 2.52121 0.475073 0.413446
1676 0.00151515 2.52273 0.475575 0.4134
1677 0.00151515 2.52424 0.47608 0.413355
1678 0.00151515 2.52576 0.476583 0.413311
1679 0.00151515 2.52727 0.477085 0.413266
1680 0.00151515 2.52879 0.477588 0.413221
1681 0.00151515 2.5303 0.478091 0.413177
1682 0.00151515 2.53182 0.478595 0.413133
1683 0.00151515 2.53333 0.479098 0.413089
1684 0.00151515 2.53485 0.479602 0.413045
1685 0.00151515 2.53636 0.480107 0.413001
1686 0.00151515 2.53788 0.480611 0.412957
1687 0.00151515 2.53939 0.481115 0.412913
1688 0.00151515 2.54091 0.481619 0.41287
1689 0.00151515 2.54242 0.482123 0.412827
1690 0.00151515 2.54394 0.482627 0.412784
1691 0.00151515 2.54545 0.483132 0.412741
1692 0.00151515 2.54697 0.483636 0.412698
1693 0.00151515 2.54848 0.484141 0.412655
1694 0.00151515 2.55 0.484646 0.412612
1695 0.00151515 2.55152 0.485151 0.41257
1696 0.00151515 2.55303 0.485656 0.412528
1697 0.00151515 2.55455 0.486161 0.412485
1698 0.00151515 2.55606 0.486667 0.412443
1699 0.00151515 2.55758 0.487172 0.412401
1700 0.00151515 2.55909 0.487678 0.412359
1701 0.00151515 2.56061 0.488184 0.412317
1702 0.00151515 2.56212 0.48869 0.412276
1703 0.00151515 2.56364 0.489196 0.412234
1704 0.00151515 2.56515 0.489702 0.412193
1705 0.00151515 2.56667 0.490209 0.412152
1706 0.00151515 2.56818 0.490715 0.41211
1707 0.00151515 2.5697 0.491222 0.412069
1708 0.00151515 2.57121 0.491728 0.412028
1709 0.00151515 2.57273 0.492235 0.411988
1710 0.00151515 2.57424 0.492742 0.411947
1711 0.00151515 2.57576 0.493249 0.411906
1712 0.00151515 2.57727 0.493756 0.411866
1713 0.00151515 2.57879 0.494263 0.411825
1714 0.00151515 2.5803 0.49477 0.411785
1715 0.00151515 2.58182 0.495278 0.411744
1716 0.00151515 2.58333 0.495785 0.411704
1717 0.00151515 2.58485 0.496293 0.411664
1718 0.00151515 2.58636 0.496801 0.411624
1719 0.00151515 2.58788 0.497308 0.411584
1720 0.00151515 2.58939 0.497816 0.411544
1721 0.00151515 2.59091 0.498324 0.411505
1722 0.00151515 2.59242 0.498832 0.411465
1723 0.00151515 2.59394 0.49934 0.411425
1724 0.00151515 2.59545 0.499849 0.411386
1725 0.00151515 2.59697 0.500357 0.411346
1726 0.00151515 2.59848 0.500865 0.411307
1727 0.00151515 2.6 0.501374 0.411268
1728 0.00151515 2.60152 0.501882 0.411229
1729 0.00151515 2.60303 0.502391 0.411189
1730 0.00151515 2.60455 0.5029 0.41115
1731 0.00151515 2.60606 0.503408 0.411111
1732 0.00151515 2.60758 0.503917 0.411073
1733 0.00151515 2.60909 0.504426 0.411034
1734 0.00151515 2.61061 0.504936 0.410995
1735 0.00151515 2.61212 0.505445 0.410956
1736 0.00151515 2.61364 0.505955 0.410918
1737 0.00151515 2.61515 0.506465 0.410879
1738 0.00151515 2.61667 0.506975 0.410841
1739 0.00151515 2.61818 0.507485 0.410802
1740 0.00151515 2.6197 0.507995 0.410764
1741 0.00151515 2.62121 0.508505 0.410725
1742 0.00151515 2.62273 0.509015 0.410687
1743 0.00151515 2.62424 0.509526 0.410649
1744 0.00151515 2.62576 0.510036 0.410611
1745 0.00151515 2.62727 0.510546 0.410573
1746 0.00151515 2.62879 0.511057 0.410535
1747 0.00151515 2.6303 0.511568 0.410497
1748 0.00151515 2.63182 0.512079 0.410459
1749 0.00151515 2.63333 0.512589 0.410421
1750 0.00151515 2.63485 0.5131 0.410383
1751 0.00151515 2.63636 0.513611 0.410345
1752 0.00151515 2.63788 0.514122 0.410307
1753 0.00151515 2.63939 0.514634 0.41027
1754 0.00151515 2.64091 0.515145 0.410232
1755 0.00151515 2.64242 0.515656 0.410194
1756 0.00151515 2.64394 0.516167 0.410157
1757 0.00151515 2.64545 0.516679 0.410119
1758 0.00151515 2.64697 0.51719 0.410082
1759 0.00151515 2.64848 0.517702 0.410044
1760 0.00151515 2.65 0.518214 0.410007
1761 0.00151515 2.65152 0.518725 0.409969
1762 0.00151515 2.65303 0.519239 0.409932
1763 0.00151515 2.65455 0.519751 0.409895
1764 0.00151515 2.65606 0.520263 0.409857
1765 0.00151515 2.65758 0.520774 0.40982
1766 0.00151515 2.65909 0.521286 0.409783
1767 0.00151515 2.66061 0.521798 0.409746
1768 0.00151515 2.66212 0.52231 0.409709
1769 0.00151515 2.66364 0.522822 0.409672
1770 0.00151515 2.66515 0.523333 0.409634
1771 0.00151515 2.66667 0.523846 0.409597
1772 0.00151515 2.66818 0.524358 0.40956
1773 0.00151515 2.6697 0.524871 0.409523
1774 0.00151515 2.67121 0.525383 0.409486
1775 0.00151515 2.67273 0.525896 0.409449
1776 0.00151515 2.67424 0.526409 0.409412
1777 0.00151515 2.67576 0.526922 0.409375
1778 0.00151515 2.67727 0.527435 0.409338
1779 0.00151515 2.67879 0.527947 0.409301
1780 0.00151515 2.6803 0.52846 0.409264
1781 0.00151515 2.68182 0.528973 0.409227
1782 0.00151515 2.68333 0.529487 0.40919
1783 0.00151515 2.68485 0.53 0.409154
1784 0.00151515 2.68636 0.530513 0.409117
1785 0.00151515 2.68788 0.531026 0.40908
1786 0.00151515 2.68939 0.531541 0.409043
1787 0.00151515 2.69091 0.532055 0.409006
1788 0.00151515 2.69242 0.53257 0.408969
1789 0.00151515 2.69394 0.533083 0.408933
1790 0.00151515 2.69545 0.533597 0.408896
1791 0.00151515 2.69697 0.534109 0.408859
1792 0.00151515 2.69848 0.534623 0.408822
1793 0.00151515 2.7 0.535139 0.408786
1794 0.00151515 2.70152 0.535654 0.408749
1795 0.00151515 2.70303 0.536168 0.408712
1796 0.00151515 2.70455 0.536683 0.408676
1797 0.00151515 2.70606 0.537198 0.408639
1798 0.00151515 2.70758 0.537713 0.408602
1799 0.00151515 2.70909 0.538228 0.408565
1800 0.00151515 2.71061 0.538743 0.408529
1801 0.00151515 2.71212 0.539258 0.408492
1802 0.00151515 2.71364 0.539773 0.408456
1803 0.00151515 2.71515 0.540288 0.408419
1804 0.00151515 2.71667 0.540803 0.408382
1805 0.00151515 2.71818 0.541318 0.408346
1806 0.00151515 2.7197 0.541832 0.408309
1807 0.00151515 2.72121 0.542347 0.408272
1808 0.00151515 2.72273 0.542862 0.408236
1809 0.00151515 2.72424 0.543377 0.408199
1810 0.00151515 2.72576 0.543892 0.408162
1811 0.00151515 2.72727 0.544407 0.408126
1812 0.00151515 2.72879 0.544922 0.408089
1813 0.00151515 2.7303 0.545437 0.408052
1814 0.00151515 2.73182 0.545952 0.408016
1815 0.00151515 2.73333 0.546467 0.407979
1816 0.00151515 2.73485 0.546983 0.407942
1817 0.00151515 2.73636 0.547497 0.407906
1818 0.00151515 2.73788 0.548013 0.407869
1819 0.00151515 2.73939 0.548528 0.407832
1820 0.00151515 2.74091 0.549044 0.407796
1821 0.00151515 2.74242 0.549559 0.407759
1822 0.00151515 2.74394 0.550074 0.407722
1823 0.00151515 2.74545 0.55059 0.407685
1824 0.00151515 2.74697 0.551105 0.407649
1825 0.00151515 2.74848 0.551621 0.407612
1826 0.00151515 2.75 0.552137 0.407575
1827 0.00151515 2.75152 0.552654 0.407538
1828 0.00151515 2.75303 0.553173 0.407502
1829 0.00151515 2.75455 0.55369 0.407465
1830 0.00151515 2.75606 0.554206 0.407428
1831 0.00151515 2.75758 0.554722 0.407391
1832 0.00151515 2.75909 0.555237 0.407354
1833 0.00151515 2.76061 0.555753 0.407318
1834 0.00151515 2.76212 0.556268 0.407281
1835 0.00151515 2.76364 0.556784 0.407244
1836 0.00151515 2.76515 0.5573 0.407207
1837 0.00151515 2.76667 0.557816 0.40717
1838 0.00151515 2.76818 0.558331 0.407133
1839 0.00151515 2.7697 0.558847 0.407096
1840 0.00151515 2.77121 0.559363 0.407059
1841 0.00151515 2.77273 0.559879 0.407022
1842 0.00151515 2.77424 0.560396 0.406985
1843 0.00151515 2.77576 0.560911 0.406948
1844 0.00151515 2.77727 0.561427 0.406911
1845 0.00151515 2.77879 0.561943 0.406874
1846 0.00151515 2.7803 0.562459 0.406837
1847 0.00151515 2.78182 0.562975 0.4068
1848 0.00151515 2.78333 0.563491 0.406763
1849 0.00151515 2.78485 0.564007 0.406726
1850 0.00151515 2.78636 0.564523 0.406689
1851 0.00151515 2.78788 0.565039 0.406652
1852 0.00151515 2.78939 0.565555 0.406614
1853 0.00151515 2.79091 0.566071 0.406577
1854 0.00151515 2.79242 0.566587 0.40654
1855 0.00151515 2.79394 0.567103 0.406503
1856 0.00151515 2.79545 0.567619 0.406465
1857 0.00151515 2.79697 0.568135 0.406428
1858 0.00151515 2.79848 0.568651 0.406391
1859 0.00151515 2.8 0.569167 0.406353
1860 0.00151515 2.80152 0.569683 0.406316
1861 0.00151515 2.80303 0.570199 0.406279
1862 0.00151515 2.80455 0.570715 0.406241
1863 0.00151515 2.80606 0.571231 0.406204
1864 0.00151515 2.80758 0.571747 0.406166
1865 0.00151515 2.80909 0.572263 0.406129
1866 0.00151515 2.81061 0.57278 0.406091
1867 0.00151515 2.81212 0.573296 0.406053
1868 0.00151515 2.81364 0.573812 0.406016
1869 0.00151515 2.81515 0.574328 0.405978
1870 0.00151515 2.81667 0.574845 0.40594
1871 0.00151515 2.81818 0.575361 0.405903
1872 0.00151515 2.8197 0.575877 0.405865
1873 0.00151515 2.82121 0.576393 0.405827
1874 0.00151515 2.82273 0.57691 0.405789
1875 0.00151515 2.82424 0.577426 0.405751
1876 0.00151515 2.82576 0.577942 0.405713
1877 0.00151515 2.82727 0.578458 0.405675
1878 0.00151515 2.82879 0.578974 0.405638
1879 0.00151515 2.8303 0.57949 0.405599
1880 0.00151515 2.83182 0.57997 0.405561
1881 0.00151515 2.83333 0.580486 0.405523
1882 0.00151515 2.83485 0.581003 0.405485
1883 0.00151515 2.83636 0.581519 0.405447
1884 0.00151515 2.83788 0.582035 0.405409
1885 0.00151515 2.83939 0.582551 0.405371
1886 0.00151515 2.84091 0.583067 0.405332
1887 0.00151515 2.84242 0.583583 0.405294
1888 0.00151515 2.84394 0.584099 0.405256
1889 0.00151515 2.84545 0.584615 0.405217
1890 0.00151515 2.84697 0.585131 0.405179
1891 0.00151515 2.84848 0.585647 0.40514
1892 0.00151515 2.85 0.586163 0.405102
1893 0.00151515 2.85152 0.586678 0.405063
1894 0.00151515 2.85303 0.587194 0.405024
1895 0.00151515 2.85455 0.587709 0.404986
1896 0.00151515 2.85606 0.588225 0.404947
1897 0.00151515 2.85758 0.58874 0.404908
1898 0.00151515 2.85909 0.589255 0.404869
1899 0.00151515 2.86061 0.589771 0.404831
1900 0.00151515 2.86212 0.590286 0.404792
1901 0.00151515 2.86364 0.590803 0.404753
1902 0.00151515 2.86515 0.591318 0.404714
1903 0.00151515 2.86667 0.591833 0.404674
1904 0.00151515 2.86818 0.592349 0.404635
1905 0.00151515 2.8697 0.592867 0.404596
1906 0.00151515 2.87121 0.593382 0.404557
1907 0.00151515 2.87273 0.593899 0.404518
1908 0.00151515 2.87424 0.594415 0.404479
1909 0.00151515 2.87576 0.594931 0.404439
1910 0.00151515 2.87727 0.595447 0.4044
1911 0.00151515 2.87879 0.595963 0.404361
1912 0.00151515 2.8803 0.596479 0.404321
1913 0.00151515 2.88182 0.596996 0.404282
1914 0.00151515 2.88333 0.597512 0.404242
1915 0.00151515 2.88485 0.598028 0.404203
1916 0.00151515 2.88636 0.598544 0.404163
1917 0.00151515 2.88788 0.59906 0.404123
1918 0.00151515 2.88939 0.599576 0.404084
1919 0.00151515 2.89091 0.600092 0.404044
1920 0.00151515 2.89242 0.600609 0.404003
1921 0.00151515 2.89394 0.601125 0.403964
1922 0.00151515 2.89545 0.601642 0.403924
1923 0.00151515 2.89697 0.602157 0.403884
1924 0.00151515 2.89848 0.602675 0.403844
1925 0.00151515 2.9 0.60319 0.403804
1926 0.00151515 2.90152 0.603708 0.403764
1927 0.00151515 2.90303 0.604223 0.403724
1928 0.00151515 2.90455 0.604743 0.403683
1929 0.00151515 2.90606 0.605258 0.403644
1930 0.00151515 2.90758 0.605777 0.403603
1931 0.00151515 2.90909 0.606291 0.403564
1932 0.00151515 2.91061 0.606811 0.403522
1933 0.00151515 2.91212 0.607325 0.403483
